favorite_count,retweet_count,tweet_id
486,324,667724302356258817
0,35,667550904950915073
0,33,667550882905632768
5833,2320,667549055577362432
337,126,667546741521195010
874,531,667544320556335104
205,66,667538891197542400
823,549,667534815156183040
472,242,667530908589760512
1709,1123,667524857454854144
368,193,667517642048163840
6816,2154,667509364010450944
537,222,667502640335572993
521,274,667495797102141441
534,232,667491009379606528
258,100,667470559035432960
192,60,667455448082227200
314,91,667453023279554560
785,587,667443425659232256
451,242,667437278097252352
305,84,667435689202614272
467,221,667405339315146752
197,58,667393430834667520
368,166,667369227918143488
496,244,667211855547486208
617,262,667200525029539841
386,109,667192066997374976
745,421,667188689915760640
14375,6256,667182792070062081
192,55,667177989038297088
611,464,667176164155375616
245,84,667174963120574464
221,91,667171260800061440
2694,1147,667165590075940865
257,62,667160273090932737
47850,17215,667152164079423490
4611,2225,667138269671505920
330,128,667119796878725120
333,129,667090893657276420
402,122,667073648344346624
82,14,667070482143944705
166,48,667065535570550784
217,55,667062181243039745
183,51,667044094246576128
444,225,667012601033924608
244,94,666996132027977728
2549,987,666983947667116034
818,554,666837028449972224
214,80,666835007768551424
254,97,666826780179869698
517,251,666817836334096384
239,94,666804364988780544
759,486,666786068205871104
387,195,666781792255496192
351,175,666776908487630848
236,66,666739327293083650
430,219,666701168228331520
186,47,666691418707132416
1116,624,666649482315059201
230,80,666644823164719104
517,208,666454714377183233
103,20,666447344410484738
124,48,666437273139982337
164,53,666435652385423360
312,195,666430724426358785
164,82,666428276349472768
313,111,666421158376562688
122,45,666418789513326592
437,323,666411507551481857
105,40,666407126856765440
164,84,666396247373291520
185,89,666373753744588802
762,562,666362758909284353
215,71,666353288456101888
288,132,666345417576210432
193,90,666337882303524864
491,346,666293911632134144
143,64,666287406224695296
171,76,666273097616637952
100,35,666268910803644416
14057,6416,666104133288665088
78,11,666102155909144576
151,66,666099513787052032
162,72,666094000022159362
114,44,666082916733198337
316,159,666073100786774016
142,59,666071193221509120
466,213,666063827256086533
109,57,666058600524156928
289,139,666057090499244032
427,236,666055525042405380
1204,834,666051853826850816
130,59,666050758794694657
106,42,666049248165822465
293,139,666044226329800704
123,43,666033412701032449
126,47,666029285002620928
2531,500,666020888022790149
